design,sparsity,clock_mhz,shape,M_rows,N_cols,nwin,beats_per_matrix,batch_R,total_beats,batched_latency_us,launch_overhead_us,latency_per_matrix_us,ideal_per_matrix_us,dsp_occupancy,GFLOPS_effective,GFLOPS_actual,bandwidth_GBs,bytes_in_per_matrix,spread_pct,runs
sparse,2:32,300.0,H1,220672,8192,256,882688,3,2648064,9797.918,685.5,3037.4728,2942.2933,0.9687,1190.3,74.39,102.29,310706176,1.25,9860.580 9794.333 9738.842
