design,config,cores,blocks,lanes,sparsity,clock_mhz,shape,M_rows,N_cols,nwin,laps_per_matrix,padding_rows,beats_per_matrix,batch_R,total_beats,batched_latency_us,launch_overhead_us,overhead_method,overhead_fit_r2,overhead_fit_se_us,latency_per_matrix_us,ideal_per_matrix_us,dsp_occupancy,GFLOPS_effective,GFLOPS_actual,bandwidth_GBs,bytes_in_per_matrix,spread_pct,runs
sparse,8x4,8,4,32,2:4,375.0,G1,512,512,16,16,0,2048,1024,2097152,6137.729,530.828,auto,0.999914,13.12,5.4755,5.4613,0.9974,95.75,47.88,71.81,393216,1.98,6175.465 6178.832 6058.889
sparse,8x4,8,4,32,2:4,375.0,G2,768,768,24,24,0,4608,456,2101248,6183.184,530.828,auto,0.999914,13.12,12.3955,12.288,0.9913,95.17,47.58,71.38,884736,0.448,6193.376 6165.763 6190.414
sparse,8x4,8,4,32,2:4,375.0,G3,1024,1024,32,32,0,8192,256,2097152,6172.246,530.828,auto,0.999914,13.12,22.0368,21.8453,0.9913,95.17,47.58,71.37,1572864,0.591,6164.425 6194.352 6157.962
sparse,8x4,8,4,32,2:4,375.0,G4,3072,768,24,96,0,18432,114,2101248,6204.572,530.828,auto,0.999914,13.12,49.7697,49.152,0.9876,94.81,47.4,71.11,3538944,0.482,6194.499 6224.353 6194.865
sparse,8x4,8,4,32,2:4,375.0,G5,768,3072,96,24,0,18432,114,2101248,6164.753,530.828,auto,0.999914,13.12,49.4204,49.152,0.9946,95.48,47.74,71.61,3538944,1.377,6122.211 6165.533 6206.514
sparse,8x4,8,4,32,2:4,375.0,G6,4096,1024,32,128,0,32768,64,2097152,6160.609,530.828,auto,0.999914,13.12,87.9653,87.3813,0.9934,95.36,47.68,71.52,6291456,0.883,6189.484 6135.314 6157.029
sparse,8x4,8,4,32,2:4,375.0,G7,1024,4096,128,32,0,32768,64,2097152,6174.667,530.828,auto,0.999914,13.12,88.185,87.3813,0.9909,95.13,47.56,71.34,6291456,0.488,6179.153 6187.433 6157.414
sparse,8x4,8,4,32,2:4,375.0,G8,2048,2048,64,64,0,32768,64,2097152,6176.821,530.828,auto,0.999914,13.12,88.2186,87.3813,0.9905,95.09,47.54,71.32,6291456,0.711,6189.830 6192.160 6148.473
sparse,8x4,8,4,32,2:4,375.0,G9,4096,4096,128,128,0,131072,16,2097152,6142.933,530.828,auto,0.999914,13.12,350.7565,349.5253,0.9965,95.66,47.83,71.75,25165824,1.699,6182.153 6167.799 6078.846
sparse,8x4,8,4,32,2:4,375.0,G10,8192,2048,64,256,0,131072,16,2097152,6174.103,530.828,auto,0.999914,13.12,352.7047,349.5253,0.991,95.13,47.57,71.35,25165824,1.534,6117.440 6211.290 6193.579
sparse,8x4,8,4,32,2:4,375.0,G11,2048,8192,256,64,0,131072,16,2097152,6156.475,530.828,auto,0.999914,13.12,351.6029,349.5253,0.9941,95.43,47.72,71.57,25165824,0.971,6124.755 6184.246 6160.425
