design,config,cores,blocks,lanes,sparsity,clock_mhz,shape,M_rows,N_cols,nwin,laps_per_matrix,padding_rows,beats_per_matrix,batch_R,total_beats,batched_latency_us,launch_overhead_us,overhead_method,overhead_fit_r2,overhead_fit_se_us,latency_per_matrix_us,ideal_per_matrix_us,dsp_occupancy,GFLOPS_effective,GFLOPS_actual,bandwidth_GBs,bytes_in_per_matrix,spread_pct,runs
sparse,8x4,8,4,32,2:16,375.0,G1,512,512,16,16,0,512,4096,2097152,6313.261,487.515,auto,0.999714,24.27,1.4223,1.3653,0.9599,368.62,46.08,69.12,98304,0.728,6293.800 6306.372 6339.610
sparse,8x4,8,4,32,2:16,375.0,G2,768,768,24,24,0,1152,1821,2097792,6324.09,487.515,auto,0.999714,24.27,3.2051,3.072,0.9585,368.05,46.01,69.01,221184,2.521,6276.429 6268.900 6426.941
sparse,8x4,8,4,32,2:16,375.0,G3,1024,1024,32,32,0,2048,1024,2097152,6308.555,487.515,auto,0.999714,24.27,5.6846,5.4613,0.9607,368.92,46.11,69.17,393216,5.244,6179.304 6243.015 6503.346
sparse,8x4,8,4,32,2:16,375.0,G4,3072,768,24,96,0,4608,456,2101248,6256.776,487.515,auto,0.999714,24.27,12.6519,12.288,0.9712,372.96,46.62,69.93,884736,0.349,6270.436 6251.270 6248.621
sparse,8x4,8,4,32,2:16,375.0,G5,768,3072,96,24,0,4608,456,2101248,6237.988,487.515,auto,0.999714,24.27,12.6107,12.288,0.9744,374.17,46.77,70.16,884736,3.224,6365.115 6166.286 6182.564
sparse,8x4,8,4,32,2:16,375.0,G6,4096,1024,32,128,0,8192,256,2097152,6226.172,487.515,auto,0.999714,24.27,22.4166,21.8453,0.9745,374.21,46.78,70.17,1572864,0.36,6211.270 6233.640 6233.606
sparse,8x4,8,4,32,2:16,375.0,G7,1024,4096,128,32,0,8192,256,2097152,6123.011,487.515,auto,0.999714,24.27,22.0137,21.8453,0.9924,381.06,47.63,71.45,1572864,2.173,6186.548 6127.537 6054.949
sparse,8x4,8,4,32,2:16,375.0,G8,2048,2048,64,64,0,8192,256,2097152,6170.655,487.515,auto,0.999714,24.27,22.1998,21.8453,0.984,377.87,47.23,70.85,1572864,0.895,6165.950 6200.503 6145.512
sparse,8x4,8,4,32,2:16,375.0,G9,4096,4096,128,128,0,32768,64,2097152,6157.362,487.515,auto,0.999714,24.27,88.5913,87.3813,0.9863,378.76,47.34,71.02,6291456,0.417,6172.414 6152.886 6146.785
sparse,8x4,8,4,32,2:16,375.0,G10,8192,2048,64,256,0,32768,64,2097152,6180.366,487.515,auto,0.999714,24.27,88.9508,87.3813,0.9824,377.22,47.15,70.73,6291456,0.129,6176.701 6184.664 6179.733
sparse,8x4,8,4,32,2:16,375.0,G11,2048,8192,256,64,0,32768,64,2097152,6154.575,487.515,auto,0.999714,24.27,88.5478,87.3813,0.9868,378.94,47.37,71.05,6291456,0.394,6138.858 6163.053 6161.814
