label,clock_mhz,V,soak_s,iterations,Mrow_s_sustained,board_load_w,board_idle_w,board_delta_w,vccint_load_w,vccint_idle_w,vccint_delta_w,vccint_load_a,board_load_min,board_load_max,board_load_sd,board_delta_se,vccint_delta_se,n_load,n_idle,energy_per_row_nJ,energy_per_MAC_pJ,GMAC_per_W,energy_per_row_nJ_vccint,sample_errors
8x4 2:4,375.0,1024,60.0,10078,44.03,29.882,26.648,3.234,6.914,6.524,0.39,8.13,26.018,30.615,0.757,0.12,0.017,54,20,678.663,662.7565,1.5088,157.03,0
8x4 2:8,375.0,1024,60.0,10109,88.327,29.975,26.72,3.255,7.131,6.625,0.507,8.384,26.558,30.717,0.946,0.142,0.017,54,20,339.359,331.4053,3.0175,80.739,0
8x4 2:16,375.0,1024,60.0,9960,174.058,30.002,26.614,3.387,7.222,6.596,0.626,8.488,26.037,30.793,0.978,0.142,0.016,54,20,172.365,168.3252,5.9409,41.493,0
8x4 2:32,375.0,1024,60.0,9838,343.858,29.833,26.626,3.207,7.14,6.503,0.637,8.397,26.526,30.712,1.052,0.159,0.017,54,21,86.759,84.7258,11.8028,20.765,0
8x4 MIXED,375.0,1024,60.0,10660,93.146,29.79,26.647,3.143,7.051,6.553,0.498,8.291,25.945,30.674,1.072,0.159,0.016,54,20,319.819,312.3231,3.2018,75.702,0
