design,config,cores,blocks,lanes,sparsity,clock_mhz,shape,M_rows,N_cols,nwin,laps_per_matrix,padding_rows,beats_per_matrix,batch_R,total_beats,batched_latency_us,launch_overhead_us,overhead_method,overhead_fit_r2,overhead_fit_se_us,latency_per_matrix_us,ideal_per_matrix_us,dsp_occupancy,GFLOPS_effective,GFLOPS_actual,bandwidth_GBs,bytes_in_per_matrix,spread_pct,runs
sparse,4x4,4,4,16,2:8,400.0,G1,512,512,16,32,0,2048,1024,2097152,5670.493,275.404,auto,0.999382,33.54,5.2686,5.12,0.9718,99.51,24.88,37.32,196608,0.152,5676.161 5667.551 5667.768
sparse,4x4,4,4,16,2:8,400.0,G2,768,768,24,48,0,4608,456,2101248,5651.24,275.404,auto,0.999382,33.54,11.7891,11.52,0.9772,100.06,25.02,37.52,442368,0.616,5667.183 5632.514 5654.022
sparse,4x4,4,4,16,2:8,400.0,G3,1024,1024,32,64,0,8192,256,2097152,5644.647,275.404,auto,0.999382,33.54,20.9736,20.48,0.9765,99.99,25.0,37.5,786432,0.488,5659.137 5643.160 5631.645
sparse,4x4,4,4,16,2:8,400.0,G4,3072,768,24,192,0,18432,114,2101248,5692.205,275.404,auto,0.999382,33.54,47.5158,46.08,0.9698,99.31,24.83,37.24,1769472,1.697,5654.211 5750.136 5672.267
sparse,4x4,4,4,16,2:8,400.0,G5,768,3072,96,48,0,18432,114,2101248,5646.431,275.404,auto,0.999382,33.54,47.1143,46.08,0.978,100.15,25.04,37.56,1769472,0.117,5642.375 5647.929 5648.990
sparse,4x4,4,4,16,2:8,400.0,G6,4096,1024,32,256,0,32768,64,2097152,5656.515,275.404,auto,0.999382,33.54,84.0799,81.92,0.9743,99.77,24.94,37.41,3145728,0.752,5634.786 5657.607 5677.151
sparse,4x4,4,4,16,2:8,400.0,G7,1024,4096,128,64,0,32768,64,2097152,5610.008,275.404,auto,0.999382,33.54,83.3532,81.92,0.9828,100.64,25.16,37.74,3145728,0.53,5599.502 5629.157 5601.366
sparse,4x4,4,4,16,2:8,400.0,G8,2048,2048,64,128,0,32768,64,2097152,5621.305,275.404,auto,0.999382,33.54,83.5297,81.92,0.9807,100.43,25.11,37.66,3145728,0.981,5640.491 5585.682 5637.743
sparse,4x4,4,4,16,2:8,400.0,G9,4096,4096,128,256,0,131072,16,2097152,5619.988,275.404,auto,0.999382,33.54,334.0365,327.68,0.981,100.45,25.11,37.67,12582912,1.011,5616.308 5650.101 5593.556
sparse,4x4,4,4,16,2:8,400.0,G10,8192,2048,64,512,0,131072,16,2097152,5620.124,275.404,auto,0.999382,33.54,334.045,327.68,0.9809,100.45,25.11,37.67,12582912,1.64,5585.161 5676.740 5598.472
sparse,4x4,4,4,16,2:8,400.0,G11,2048,8192,256,128,0,131072,16,2097152,5586.3,275.404,auto,0.999382,33.54,331.931,327.68,0.9872,101.09,25.27,37.91,12582912,1.558,5542.381 5587.794 5628.725
