design,config,cores,blocks,lanes,macs_per_beat,clock_mhz,sparsity,estimator,M_rows,N_cols,weight_beats,beats_per_row,latency_avg_us,latency_best_us,latency_worst_us,spread_pct,Mrow_s,bandwidth_avg_GBs,beats_per_cycle_raw,GFLOPS_effective,GFLOPS_actual,runs
sparse,4x4,4,4,16,32,400.0,2:4,run_avg3,131072,1024,2097152,16.0,5650.995,5634.635,5667.024,0.575,23.194,35.674,0.9277,47.5,23.75,5667.024 5651.327 5634.635
sparse,4x4,4,4,16,32,400.0,2:8,run_avg3,262144,1024,2097152,8.0,5646.391,5634.182,5653.63,0.345,46.427,35.749,0.9287,95.08,23.77,5651.360 5634.182 5653.630
sparse,4x4,4,4,16,32,400.0,2:16,run_avg3,524288,1024,2097152,4.0,5716.785,5702.258,5744.508,0.741,91.71,35.401,0.917,187.82,23.48,5703.589 5702.258 5744.508
sparse,4x4,4,4,16,32,400.0,2:32,run_avg3,1048576,1024,2097152,2.0,5782.022,5748.692,5824.3,1.315,181.351,35.183,0.9067,371.41,23.21,5773.074 5824.300 5748.692
sparse,4x4,4,4,16,32,400.0,MIXED,run_avg3,262144,1024,1966080,7.5,5303.756,5255.081,5333.361,1.49,49.426,35.688,0.9267,101.22,23.72,5322.825 5255.081 5333.361
