design,config,cores,blocks,lanes,sparsity,clock_mhz,shape,M_rows,N_cols,nwin,laps_per_matrix,padding_rows,beats_per_matrix,batch_R,total_beats,batched_latency_us,launch_overhead_us,overhead_method,overhead_fit_r2,overhead_fit_se_us,latency_per_matrix_us,ideal_per_matrix_us,dsp_occupancy,GFLOPS_effective,GFLOPS_actual,bandwidth_GBs,bytes_in_per_matrix,spread_pct,runs
sparse,4x4,4,4,16,2:16,400.0,G1,512,512,16,32,0,1024,2048,2097152,5793.76,323.667,auto,0.999506,29.79,2.6709,2.56,0.9585,196.29,24.54,36.8,98304,0.093,5793.104 5796.772 5791.404
sparse,4x4,4,4,16,2:16,400.0,G2,768,768,24,48,0,2304,911,2098944,5725.094,323.667,auto,0.999506,29.79,5.9291,5.76,0.9715,198.96,24.87,37.3,221184,0.4,5736.897 5714.033 5724.351
sparse,4x4,4,4,16,2:16,400.0,G3,1024,1024,32,64,0,4096,512,2097152,5687.005,323.667,auto,0.999506,29.79,10.4753,10.24,0.9775,200.2,25.03,37.54,393216,0.937,5673.301 5667.313 5720.401
sparse,4x4,4,4,16,2:16,400.0,G4,3072,768,24,192,0,9216,228,2101248,5743.377,323.667,auto,0.999506,29.79,23.7707,23.04,0.9693,198.5,24.81,37.22,884736,2.057,5815.975 5715.424 5698.731
sparse,4x4,4,4,16,2:16,400.0,G5,768,3072,96,48,0,9216,228,2101248,5664.42,323.667,auto,0.999506,29.79,23.4244,23.04,0.9836,201.44,25.18,37.77,884736,1.041,5632.304 5690.910 5670.047
sparse,4x4,4,4,16,2:16,400.0,G6,4096,1024,32,256,0,16384,128,2097152,5712.699,323.667,auto,0.999506,29.79,42.1018,40.96,0.9729,199.25,24.91,37.36,1572864,0.102,5713.022 5709.621 5715.453
sparse,4x4,4,4,16,2:16,400.0,G7,1024,4096,128,64,0,16384,128,2097152,5625.681,323.667,auto,0.999506,29.79,41.422,40.96,0.9888,202.52,25.31,37.97,1572864,0.868,5614.941 5606.710 5655.391
sparse,4x4,4,4,16,2:16,400.0,G8,2048,2048,64,128,0,16384,128,2097152,5605.893,323.667,auto,0.999506,29.79,41.2674,40.96,0.9926,203.27,25.41,38.11,1572864,1.175,5569.021 5614.202 5634.455
sparse,4x4,4,4,16,2:16,400.0,G9,4096,4096,128,256,0,65536,32,2097152,5615.124,323.667,auto,0.999506,29.79,165.358,163.84,0.9908,202.92,25.36,38.05,6291456,1.319,5642.777 5633.251 5569.344
sparse,4x4,4,4,16,2:16,400.0,G10,8192,2048,64,512,0,65536,32,2097152,5626.209,323.667,auto,0.999506,29.79,165.7044,163.84,0.9887,202.5,25.31,37.97,6291456,1.729,5626.281 5577.964 5674.381
sparse,4x4,4,4,16,2:16,400.0,G11,2048,8192,256,128,0,65536,32,2097152,5619.104,323.667,auto,0.999506,29.79,165.4824,163.84,0.9901,202.77,25.35,38.02,6291456,0.938,5621.265 5644.240 5591.808
