design,config,cores,blocks,lanes,sparsity,clock_mhz,shape,M_rows,N_cols,nwin,laps_per_matrix,padding_rows,beats_per_matrix,batch_R,total_beats,batched_latency_us,launch_overhead_us,overhead_method,overhead_fit_r2,overhead_fit_se_us,latency_per_matrix_us,ideal_per_matrix_us,dsp_occupancy,GFLOPS_effective,GFLOPS_actual,bandwidth_GBs,bytes_in_per_matrix,spread_pct,runs
sparse,4x4,4,4,16,2:32,400.0,G1,512,512,16,32,0,512,4096,2097152,5968.791,328.407,auto,0.999615,26.53,1.377,1.28,0.9295,380.73,23.8,35.69,49152,1.152,5943.634 6012.095 5950.643
sparse,4x4,4,4,16,2:32,400.0,G2,768,768,24,48,0,1152,1821,2097792,5839.293,328.407,auto,0.999615,26.53,3.0263,2.88,0.9517,389.8,24.36,36.54,110592,0.191,5844.324 5840.393 5833.163
sparse,4x4,4,4,16,2:32,400.0,G3,1024,1024,32,64,0,2048,1024,2097152,5767.393,328.407,auto,0.999615,26.53,5.3115,5.12,0.9639,394.83,24.68,37.02,196608,0.82,5746.646 5761.753 5793.779
sparse,4x4,4,4,16,2:32,400.0,G4,3072,768,24,192,0,4608,456,2101248,5843.235,328.407,auto,0.999615,26.53,12.0939,11.52,0.9525,390.16,24.39,36.58,442368,0.274,5834.907 5843.913 5850.884
sparse,4x4,4,4,16,2:32,400.0,G5,768,3072,96,48,0,4608,456,2101248,5673.512,328.407,auto,0.999615,26.53,11.7217,11.52,0.9828,402.55,25.16,37.74,442368,0.916,5684.305 5693.946 5642.284
sparse,4x4,4,4,16,2:32,400.0,G6,4096,1024,32,256,0,8192,256,2097152,5780.132,328.407,auto,0.999615,26.53,21.2958,20.48,0.9617,393.91,24.62,36.93,786432,1.004,5754.333 5812.122 5773.940
sparse,4x4,4,4,16,2:32,400.0,G7,1024,4096,128,64,0,8192,256,2097152,5637.327,328.407,auto,0.999615,26.53,20.738,20.48,0.9876,404.5,25.28,37.92,786432,0.923,5641.106 5661.313 5609.563
sparse,4x4,4,4,16,2:32,400.0,G8,2048,2048,64,128,0,8192,256,2097152,5707.644,328.407,auto,0.999615,26.53,21.0126,20.48,0.9747,399.22,24.95,37.43,786432,0.678,5713.699 5723.888 5685.346
sparse,4x4,4,4,16,2:32,400.0,G9,4096,4096,128,256,0,32768,64,2097152,5639.122,328.407,auto,0.999615,26.53,82.9799,81.92,0.9872,404.37,25.27,37.91,3145728,0.457,5645.974 5648.547 5622.844
sparse,4x4,4,4,16,2:32,400.0,G10,8192,2048,64,512,0,32768,64,2097152,5692.829,328.407,auto,0.999615,26.53,83.8191,81.92,0.9773,400.32,25.02,37.53,3145728,0.996,5706.030 5658.049 5714.407
sparse,4x4,4,4,16,2:32,400.0,G11,2048,8192,256,128,0,32768,64,2097152,5650.293,328.407,auto,0.999615,26.53,83.1545,81.92,0.9852,403.52,25.22,37.83,3145728,0.333,5660.810 5642.037 5648.031
