design,config,cores,blocks,lanes,sparsity,clock_mhz,shape,M_rows,N_cols,nwin,laps_per_matrix,padding_rows,beats_per_matrix,batch_R,total_beats,batched_latency_us,launch_overhead_us,overhead_method,overhead_fit_r2,overhead_fit_se_us,latency_per_matrix_us,ideal_per_matrix_us,dsp_occupancy,GFLOPS_effective,GFLOPS_actual,bandwidth_GBs,bytes_in_per_matrix,spread_pct,runs
sparse,4x4,4,4,16,2:4,400.0,G1,512,512,16,32,0,4096,512,2097152,5611.612,356.907,auto,0.999476,30.1,10.2631,10.24,0.9977,51.08,25.54,38.31,393216,0.6,5623.401 5621.597 5589.838
sparse,4x4,4,4,16,2:4,400.0,G2,768,768,24,48,0,9216,228,2101248,5645.193,356.907,auto,0.999476,30.1,23.1942,23.04,0.9934,50.86,25.43,38.14,884736,0.443,5634.341 5641.962 5659.277
sparse,4x4,4,4,16,2:4,400.0,G3,1024,1024,32,64,0,16384,128,2097152,5644.327,356.907,auto,0.999476,30.1,41.308,40.96,0.9916,50.77,25.38,38.08,1572864,1.2,5619.967 5625.633 5687.380
sparse,4x4,4,4,16,2:4,400.0,G4,3072,768,24,192,0,36864,57,2101248,5665.833,356.907,auto,0.999476,30.1,93.1391,92.16,0.9895,50.66,25.33,38.0,3538944,1.265,5703.928 5632.699 5660.873
sparse,4x4,4,4,16,2:4,400.0,G5,768,3072,96,48,0,36864,57,2101248,5649.754,356.907,auto,0.999476,30.1,92.857,92.16,0.9925,50.82,25.41,38.11,3538944,0.626,5639.471 5637.237 5672.554
sparse,4x4,4,4,16,2:4,400.0,G6,4096,1024,32,256,0,65536,32,2097152,5625.001,356.907,auto,0.999476,30.1,164.6279,163.84,0.9952,50.95,25.48,38.22,6291456,0.472,5613.520 5621.453 5640.029
sparse,4x4,4,4,16,2:4,400.0,G7,1024,4096,128,64,0,65536,32,2097152,5630.695,356.907,auto,0.999476,30.1,164.8059,163.84,0.9941,50.9,25.45,38.17,6291456,2.264,5583.622 5598.419 5710.043
sparse,4x4,4,4,16,2:4,400.0,G8,2048,2048,64,128,0,65536,32,2097152,5608.842,356.907,auto,0.999476,30.1,164.123,163.84,0.9983,51.11,25.56,38.33,6291456,0.885,5588.322 5637.777 5600.426
sparse,4x4,4,4,16,2:4,400.0,G9,4096,4096,128,256,0,262144,8,2097152,5607.558,356.907,auto,0.999476,30.1,656.3314,655.36,0.9985,51.12,25.56,38.34,25165824,0.921,5574.037 5623.279 5625.358
sparse,4x4,4,4,16,2:4,400.0,G10,8192,2048,64,512,0,262144,8,2097152,5622.776,356.907,auto,0.999476,30.1,658.2336,655.36,0.9956,50.98,25.49,38.23,25165824,0.405,5630.790 5608.078 5629.461
sparse,4x4,4,4,16,2:4,400.0,G11,2048,8192,256,128,0,262144,8,2097152,5650.822,356.907,auto,0.999476,30.1,661.7394,655.36,0.9904,50.71,25.35,38.03,25165824,1.578,5643.950 5609.994 5698.522
