active_us_mean,interference_active,active_overlap_pct,act_eff_pct,active_runs,xclbin,clock_mhz,tenants_in_bitstream,set,set_size,tenant,rows_computed,span_us_mean,span_us_min,span_us_max,spread_pct,mrow_s,gmac_s,beats_per_cycle,eff_pct,interference,verified,union_us,overlap_pct,bit_exact,host_load_1min,host_cpus,runs,gmac_s_actual,board_load_w,board_idle_w,vccint_load_w,vccint_idle_w,static_share_pct,energy_per_row_nJ,energy_per_mac_pJ
6559.807,1.0,,93.73,6554.434 6564.800 6560.188,sparse_16x3_x2_375.xclbin,341.0,2,0,1,0,3145728,7025.856,7006.939,7040.876,0.484,447.738,28.655,0.8753,87.53,1.0,no-golden,,,n/a,1.45,40,7006.939 7029.752 7040.876,,,,,,,,
6759.613,1.0,,91.0,6724.371 6785.645 6768.824,sparse_16x3_x2_375.xclbin,341.0,2,1,1,1,6291456,7212.424,7155.151,7242.209,1.217,872.336,27.915,0.8527,85.27,1.0,no-golden,,,n/a,1.58,40,7155.151 7239.913 7242.209,,,,,,,,
6612.207,1.008,93.03,93.0,6610.171 6630.191 6596.259,sparse_16x3_x2_375.xclbin,341.0,2,0+1,2,0,3145728,7042.744,6978.706,7093.81,1.649,446.683,28.588,0.8733,87.33,1.0024,no-golden,7511.654,87.7,n/a,1.53,40,7055.717 7093.810 6978.706,,,,,,,,
6745.156,0.9979,93.03,91.17,6751.582 6786.033 6697.854,sparse_16x3_x2_375.xclbin,341.0,2,0+1,2,1,6291456,7055.049,6947.621,7116.892,2.436,891.871,28.54,0.8717,87.17,0.9782,no-golden,7511.654,87.7,n/a,1.53,40,7100.634 7116.892 6947.621,,,,,,,,
,,,,,sparse_16x3_x2_375.xclbin,341.0,2,0,1,soak,,,,,,464.585,,,,,,60005000.0,,,,,t0=464.585,29.7335,38.335,33.875,9.879,8.863,88.37,82.514,1289.28
,,,,,sparse_16x3_x2_375.xclbin,341.0,2,0+1,2,soak,,,,,,1363.365,,,,,,60002000.0,,,,,t0=461.096 t1=902.269,58.3828,42.902,33.959,10.651,8.892,79.16,31.467,734.83
