active_us_mean,interference_active,active_overlap_pct,act_eff_pct,active_runs,xclbin,clock_mhz,tenants_in_bitstream,set,set_size,tenant,rows_computed,span_us_mean,span_us_min,span_us_max,spread_pct,mrow_s,gmac_s,beats_per_cycle,eff_pct,interference,verified,union_us,overlap_pct,bit_exact,host_load_1min,host_cpus,runs,gmac_s_actual
5665.002,1.0,,93.97,5663.736 5663.716 5667.553,sparse_4x4_x2_400.xclbin,394.0,2,0,1,0,1048576,6157.052,5904.449,6655.061,12.713,170.842,10.934,0.867,86.7,1.0,no-golden,,,n/a,3.09,40,5911.647 6655.061 5904.449,
5830.853,1.0,,91.27,5820.915 5828.075 5843.569,sparse_4x4_x2_400.xclbin,394.0,2,1,1,1,2097152,6065.743,6031.47,6104.134,1.205,345.746,11.064,0.8773,87.73,1.0,no-golden,,,n/a,3.09,40,6031.470 6061.626 6104.134,
5677.02,1.0021,94.87,93.73,5678.437 5679.610 5673.012,sparse_4x4_x2_400.xclbin,394.0,2,0+1,2,0,1048576,5919.455,5906.659,5928.768,0.374,177.141,11.337,0.8993,89.93,0.9614,no-golden,6216.035,90.8,n/a,3.01,40,5922.937 5928.768 5906.659,
5779.234,0.9911,94.87,92.1,5774.537 5788.954 5774.212,sparse_4x4_x2_400.xclbin,394.0,2,0+1,2,1,2097152,5941.64,5935.853,5949.781,0.235,352.959,11.295,0.896,89.6,0.9795,no-golden,6216.035,90.8,n/a,3.01,40,5939.287 5949.781 5935.853,
,,,,,sparse_4x4_x2_400.xclbin,394.0,2,0,1,soak,,,,,,181.313,,,,,,60001000.0,,,,,t0=181.313,11.604
,,,,,sparse_4x4_x2_400.xclbin,394.0,2,0+1,2,soak,,,,,,530.353,,,,,,60006000.0,,,,,t0=179.953 t1=350.400,22.7297
