active_us_mean,interference_active,active_overlap_pct,act_eff_pct,active_runs,xclbin,clock_mhz,tenants_in_bitstream,set,set_size,tenant,rows_computed,span_us_mean,span_us_min,span_us_max,spread_pct,mrow_s,gmac_s,beats_per_cycle,eff_pct,interference,verified,union_us,overlap_pct,bit_exact,host_load_1min,host_cpus,runs,gmac_s_actual,board_load_w,board_idle_w,vccint_load_w,vccint_idle_w,static_share_pct,energy_per_row_nJ,energy_per_mac_pJ
6650.352,1.0,,95.83,6630.235 6686.278 6634.542,sparse_4x4_x5_375_split.xclbin,329.0,5,0,1,0,524288,6886.745,6876.42,6900.332,0.348,76.13,9.744,0.9257,92.57,1.0,no-golden,,,n/a,0.5,40,6883.482 6900.332 6876.420,,,,,,,,
6645.612,1.0,,95.9,6640.521 6657.279 6639.037,sparse_4x4_x5_375_split.xclbin,329.0,5,1,1,1,262144,6867.589,6820.757,6915.927,1.395,38.172,9.772,0.9283,92.83,1.0,no-golden,,,n/a,0.5,40,6820.757 6915.927 6866.084,,,,,,,,
6667.073,1.0,,95.63,6636.144 6702.135 6662.939,sparse_4x4_x5_375_split.xclbin,329.0,5,2,1,2,524288,6879.187,6849.169,6915.989,0.976,76.215,9.755,0.927,92.7,1.0,no-golden,,,n/a,0.78,40,6849.169 6915.989 6872.403,,,,,,,,
6642.697,1.0,,95.93,6616.077 6644.382 6667.632,sparse_4x4_x5_375_split.xclbin,329.0,5,3,1,3,262144,6819.215,6756.279,6885.255,1.909,38.444,9.842,0.9347,93.47,1.0,no-golden,,,n/a,0.78,40,6816.111 6885.255 6756.279,,,,,,,,
6781.798,1.0,,93.97,6771.993 6786.129 6787.273,sparse_4x4_x5_375_split.xclbin,329.0,5,4,1,4,1048576,7014.175,7009.783,7021.089,0.161,149.494,9.568,0.9087,90.87,1.0,no-golden,,,n/a,1.04,40,7021.089 7011.654 7009.783,,,,,,,,
6709.735,1.0089,97.37,94.97,6721.824 6699.793 6707.589,sparse_4x4_x5_375_split.xclbin,329.0,5,0+1,2,0,524288,6963.937,6954.075,6972.984,0.272,75.286,9.636,0.9153,91.53,1.0112,no-golden,7005.255,95.37,n/a,1.04,40,6964.753 6954.075 6972.984,,,,,,,,
6574.308,0.9893,97.37,96.97,6570.284 6586.173 6566.468,sparse_4x4_x5_375_split.xclbin,329.0,5,0+1,2,1,262144,6722.424,6701.813,6750.003,0.719,38.996,9.983,0.948,94.8,0.9789,no-golden,7005.255,95.37,n/a,1.04,40,6715.457 6750.003 6701.813,,,,,,,,
6715.038,1.0097,94.27,94.97,6727.139 6698.473 6719.502,sparse_4x4_x5_375_split.xclbin,329.0,5,0+1+2,3,0,524288,6968.151,6953.823,6983.966,0.433,75.241,9.631,0.915,91.5,1.0118,no-golden,7280.771,89.13,n/a,1.12,40,6966.664 6983.966 6953.823,,,,,,,,
6602.061,0.9934,94.27,96.53,6624.085 6586.332 6595.765,sparse_4x4_x5_375_split.xclbin,329.0,5,0+1+2,3,1,262144,6759.959,6741.833,6788.88,0.698,38.779,9.927,0.9427,94.27,0.9843,no-golden,7280.771,89.13,n/a,1.12,40,6788.880 6741.833 6749.165,,,,,,,,
6642.44,0.9963,94.27,95.97,6640.793 6621.382 6665.146,sparse_4x4_x5_375_split.xclbin,329.0,5,0+1+2,3,2,524288,6802.643,6771.418,6842.383,1.048,77.073,9.865,0.937,93.7,0.9889,no-golden,7280.771,89.13,n/a,1.12,40,6794.129 6771.418 6842.383,,,,,,,,
