design,config,cores,blocks,lanes,sparsity,clock_mhz,shape,M_rows,N_cols,nwin,laps_per_matrix,padding_rows,beats_per_matrix,batch_R,total_beats,batched_latency_us,launch_overhead_us,overhead_method,overhead_fit_r2,overhead_fit_se_us,latency_per_matrix_us,ideal_per_matrix_us,dsp_occupancy,GFLOPS_effective,GFLOPS_actual,bandwidth_GBs,bytes_in_per_matrix,spread_pct,runs
sparse,8x8,8,8,64,2:8,325.0,G1,512,512,16,8,0,512,4096,2097152,7342.254,813.555,auto,0.999169,46.69,1.5939,1.5754,0.9884,328.93,82.23,113.07,180224,2.555,7420.995 7369.647 7236.121
sparse,8x8,8,8,64,2:8,325.0,G2,768,768,24,12,0,1152,1821,2097792,7366.617,813.555,auto,0.999169,46.69,3.5986,3.5446,0.985,327.81,81.95,112.68,405504,1.074,7391.749 7393.315 7314.788
sparse,8x8,8,8,64,2:8,325.0,G3,1024,1024,32,16,0,2048,1024,2097152,7334.316,813.555,auto,0.999169,46.69,6.3679,6.3015,0.9896,329.33,82.33,113.21,720896,0.776,7308.921 7328.383 7365.644
sparse,8x8,8,8,64,2:8,325.0,G4,3072,768,24,48,0,4608,456,2101248,7366.5,813.555,auto,0.999169,46.69,14.3705,14.1785,0.9866,328.35,82.09,112.87,1622016,0.062,7368.988 7366.068 7364.444
sparse,8x8,8,8,64,2:8,325.0,G5,768,3072,96,12,0,4608,456,2101248,7263.092,813.555,auto,0.999169,46.69,14.1437,14.1785,1.0025,333.62,83.4,114.68,1622016,0.496,7270.192 7241.570 7277.515
sparse,8x8,8,8,64,2:8,325.0,G6,4096,1024,32,64,0,8192,256,2097152,7336.093,813.555,auto,0.999169,46.69,25.4787,25.2062,0.9893,329.24,82.31,113.18,2883584,0.801,7318.701 7315.475 7374.104
sparse,8x8,8,8,64,2:8,325.0,G7,1024,4096,128,16,0,8192,256,2097152,7270.049,813.555,auto,0.999169,46.69,25.2207,25.2062,0.9994,332.61,83.15,114.33,2883584,2.771,7388.551 7189.309 7232.287
sparse,8x8,8,8,64,2:8,325.0,G8,2048,2048,64,32,0,8192,256,2097152,7328.486,813.555,auto,0.999169,46.69,25.449,25.2062,0.9905,329.62,82.41,113.31,2883584,0.35,7312.451 7338.035 7334.973
sparse,8x8,8,8,64,2:8,325.0,G9,4096,4096,128,64,0,32768,64,2097152,7248.678,813.555,auto,0.999169,46.69,100.5488,100.8246,1.0027,333.71,83.43,114.71,11534336,2.169,7311.530 7278.190 7156.315
sparse,8x8,8,8,64,2:8,325.0,G10,8192,2048,64,128,0,32768,64,2097152,7319.721,813.555,auto,0.999169,46.69,101.6589,100.8246,0.9918,330.07,82.52,113.46,11534336,0.388,7312.813 7309.002 7337.349
sparse,8x8,8,8,64,2:8,325.0,G11,2048,8192,256,32,0,32768,64,2097152,7306.759,813.555,auto,0.999169,46.69,101.4563,100.8246,0.9938,330.73,82.68,113.69,11534336,0.241,7306.314 7298.197 7315.766
