design,config,cores,blocks,lanes,sparsity,clock_mhz,shape,M_rows,N_cols,nwin,laps_per_matrix,padding_rows,beats_per_matrix,batch_R,total_beats,batched_latency_us,launch_overhead_us,overhead_method,overhead_fit_r2,overhead_fit_se_us,latency_per_matrix_us,ideal_per_matrix_us,dsp_occupancy,GFLOPS_effective,GFLOPS_actual,bandwidth_GBs,bytes_in_per_matrix,spread_pct,runs
sparse,8x8,8,8,64,2:32,325.0,G1,512,512,16,8,0,128,16384,2097152,7645.671,827.515,auto,0.999869,19.15,0.4161,0.3938,0.9464,1259.86,78.74,108.27,45056,0.594,7623.776 7644.182 7669.055
sparse,8x8,8,8,64,2:32,325.0,G2,768,768,24,12,0,288,7282,2097216,7558.969,827.515,auto,0.999869,19.15,0.9244,0.8862,0.9586,1276.13,79.76,109.67,101376,1.657,7597.012 7601.917 7477.977
sparse,8x8,8,8,64,2:32,325.0,G3,1024,1024,32,16,0,512,4096,2097152,7452.083,827.515,auto,0.999869,19.15,1.6173,1.5754,0.9741,1296.68,81.04,111.43,180224,1.34,7412.466 7431.983 7511.801
sparse,8x8,8,8,64,2:32,325.0,G4,3072,768,24,48,0,1152,1821,2097792,7621.019,827.515,auto,0.999869,19.15,3.7306,3.5446,0.9501,1264.82,79.05,108.7,405504,1.576,7568.006 7607.780 7687.270
sparse,8x8,8,8,64,2:32,325.0,G5,768,3072,96,12,0,1152,1821,2097792,7402.718,827.515,auto,0.999869,19.15,3.6108,3.5446,0.9817,1306.81,81.68,112.3,405504,1.091,7362.276 7442.566 7403.312
sparse,8x8,8,8,64,2:32,325.0,G6,4096,1024,32,64,0,2048,1024,2097152,7455.568,827.515,auto,0.999869,19.15,6.4727,6.3015,0.9736,1296.0,81.0,111.37,720896,2.947,7564.346 7347.791 7454.566
sparse,8x8,8,8,64,2:32,325.0,G7,1024,4096,128,16,0,2048,1024,2097152,7370.493,827.515,auto,0.999869,19.15,6.3896,6.3015,0.9862,1312.85,82.05,112.82,720896,0.797,7384.263 7334.376 7392.841
sparse,8x8,8,8,64,2:32,325.0,G8,2048,2048,64,32,0,2048,1024,2097152,7406.995,827.515,auto,0.999869,19.15,6.4253,6.3015,0.9807,1305.56,81.6,112.2,720896,0.945,7432.790 7424.958 7363.238
sparse,8x8,8,8,64,2:32,325.0,G9,4096,4096,128,64,0,8192,256,2097152,7330.095,827.515,auto,0.999869,19.15,25.4007,25.2062,0.9923,1321.0,82.56,113.52,2883584,1.595,7285.186 7303.715 7401.384
sparse,8x8,8,8,64,2:32,325.0,G10,8192,2048,64,128,0,8192,256,2097152,7402.241,827.515,auto,0.999869,19.15,25.6825,25.2062,0.9815,1306.51,81.66,112.28,2883584,0.923,7360.038 7418.720 7427.966
sparse,8x8,8,8,64,2:32,325.0,G11,2048,8192,256,32,0,8192,256,2097152,7329.858,827.515,auto,0.999869,19.15,25.3998,25.2062,0.9924,1321.05,82.57,113.53,2883584,0.836,7369.441 7308.332 7311.801
