design,config,cores,blocks,lanes,sparsity,clock_mhz,shape,M_rows,N_cols,nwin,laps_per_matrix,padding_rows,beats_per_matrix,batch_R,total_beats,batched_latency_us,launch_overhead_us,overhead_method,overhead_fit_r2,overhead_fit_se_us,latency_per_matrix_us,ideal_per_matrix_us,dsp_occupancy,GFLOPS_effective,GFLOPS_actual,bandwidth_GBs,bytes_in_per_matrix,spread_pct,runs
sparse,8x8,8,8,64,2:16,325.0,G1,512,512,16,8,0,256,8192,2097152,7487.093,751.92,auto,0.99984,21.1,0.8222,0.7877,0.9581,637.69,79.71,109.6,90112,0.367,7472.780 7488.324 7500.175
sparse,8x8,8,8,64,2:16,325.0,G2,768,768,24,12,0,576,3641,2097216,7396.573,751.92,auto,0.99984,21.1,1.825,1.7723,0.9712,646.4,80.8,111.1,202752,0.937,7434.749 7389.230 7365.740
sparse,8x8,8,8,64,2:16,325.0,G3,1024,1024,32,16,0,1024,2048,2097152,7389.14,751.92,auto,0.99984,21.1,3.2408,3.1508,0.9722,647.1,80.89,111.22,360448,1.275,7388.908 7342.447 7436.066
sparse,8x8,8,8,64,2:16,325.0,G4,3072,768,24,48,0,2304,911,2098944,7462.658,751.92,auto,0.99984,21.1,7.3663,7.0892,0.9624,640.56,80.07,110.1,811008,0.513,7454.895 7447.455 7485.625
sparse,8x8,8,8,64,2:16,325.0,G5,768,3072,96,12,0,2304,911,2098944,7340.669,751.92,auto,0.99984,21.1,7.2324,7.0892,0.9802,652.42,81.55,112.13,811008,0.798,7372.394 7335.581 7314.031
sparse,8x8,8,8,64,2:16,325.0,G6,4096,1024,32,64,0,4096,512,2097152,7371.753,751.92,auto,0.99984,21.1,12.9294,12.6031,0.9748,648.8,81.1,111.51,1441792,0.896,7338.939 7404.684 7371.635
sparse,8x8,8,8,64,2:16,325.0,G7,1024,4096,128,16,0,4096,512,2097152,7311.966,751.92,auto,0.99984,21.1,12.8126,12.6031,0.9836,654.72,81.84,112.53,1441792,1.116,7364.230 7288.698 7282.971
sparse,8x8,8,8,64,2:16,325.0,G8,2048,2048,64,32,0,4096,512,2097152,7356.914,751.92,auto,0.99984,21.1,12.9004,12.6031,0.977,650.26,81.28,111.76,1441792,0.473,7334.169 7368.888 7367.686
sparse,8x8,8,8,64,2:16,325.0,G9,4096,4096,128,64,0,16384,128,2097152,7265.045,751.92,auto,0.99984,21.1,50.8838,50.4123,0.9907,659.43,82.43,113.34,5767168,2.063,7189.474 7337.823 7267.839
sparse,8x8,8,8,64,2:16,325.0,G10,8192,2048,64,128,0,16384,128,2097152,7308.185,751.92,auto,0.99984,21.1,51.2208,50.4123,0.9842,655.09,81.89,112.59,5767168,0.22,7314.114 7312.404 7298.037
sparse,8x8,8,8,64,2:16,325.0,G11,2048,8192,256,32,0,16384,128,2097152,7297.865,751.92,auto,0.99984,21.1,51.1402,50.4123,0.9858,656.13,82.02,112.77,5767168,1.158,7255.574 7339.590 7298.430
