design,config,cores,blocks,lanes,macs_per_beat,clock_mhz,sparsity,estimator,M_rows,N_cols,weight_beats,beats_per_row,latency_avg_us,latency_best_us,latency_worst_us,spread_pct,Mrow_s,bandwidth_avg_GBs,beats_per_cycle_raw,GFLOPS_effective,GFLOPS_actual,runs
sparse,4x32,4,32,128,256,250.0,2:4,run_avg3,1048576,1024,2097152,2.0,9940.74,9902.951,10009.717,1.078,105.483,148.734,0.844,216.03,108.01,10009.717 9902.951 9909.552
sparse,4x32,4,32,128,256,250.0,2:8,run_avg3,2097152,1024,2097152,1.0,9912.492,9808.607,10013.998,2.094,211.567,149.377,0.8463,433.29,108.32,10013.998 9808.607 9914.871
sparse,4x32,4,32,128,256,250.0,2:16,run_avg3,4194304,1024,2097152,0.5,9966.213,9769.186,10065.76,3.036,420.852,149.012,0.842,861.91,107.74,10063.692 10065.760 9769.186
sparse,4x32,4,32,128,256,250.0,2:32,run_avg3,8388608,1024,2097152,0.25,10097.821,10014.137,10142.957,1.286,830.734,147.876,0.831,1701.34,106.33,10136.370 10142.957 10014.137
sparse,4x32,4,32,128,256,250.0,MIXED,run_avg3,2097152,1024,1966080,0.9375,9436.021,9405.597,9491.17,0.91,222.25,147.132,0.8337,455.17,106.68,9411.296 9405.597 9491.170
