design,config,cores,blocks,lanes,sparsity,clock_mhz,shape,M_rows,N_cols,nwin,laps_per_matrix,padding_rows,beats_per_matrix,batch_R,total_beats,batched_latency_us,launch_overhead_us,overhead_method,overhead_fit_r2,overhead_fit_se_us,latency_per_matrix_us,ideal_per_matrix_us,dsp_occupancy,GFLOPS_effective,GFLOPS_actual,bandwidth_GBs,bytes_in_per_matrix,spread_pct,runs
sparse,4x32,4,32,128,2:32,250.0,G1,512,512,16,4,0,64,32768,2097152,10461.167,1497.534,auto,0.999127,63.98,0.2735,0.256,0.9358,1916.62,119.79,164.71,45056,2.463,10335.916 10457.061 10590.525
sparse,4x32,4,32,128,2:32,250.0,G2,768,768,24,6,0,144,14564,2097216,10270.816,1497.534,auto,0.999127,63.98,0.6024,0.576,0.9562,1958.26,122.39,168.29,101376,1.304,10324.839 10191.982 10295.627
sparse,4x32,4,32,128,2:32,250.0,G3,1024,1024,32,8,0,256,8192,2097152,10358.867,1497.534,auto,0.999127,63.98,1.0817,1.024,0.9467,1938.75,121.17,166.61,180224,5.806,10239.835 10124.468 10712.298
sparse,4x32,4,32,128,2:32,250.0,G4,3072,768,24,24,0,576,3641,2097216,10139.694,1497.534,auto,0.999127,63.98,2.3736,2.304,0.9707,1987.97,124.25,170.84,405504,2.77,9979.347 10255.810 10183.925
sparse,4x32,4,32,128,2:32,250.0,G5,768,3072,96,6,0,576,3641,2097216,10054.102,1497.534,auto,0.999127,63.98,2.3501,2.304,0.9804,2007.86,125.49,172.55,405504,3.412,9913.099 9997.910 10251.297
sparse,4x32,4,32,128,2:32,250.0,G6,4096,1024,32,32,0,1024,2048,2097152,10172.693,1497.534,auto,0.999127,63.98,4.2359,4.096,0.967,1980.35,123.77,170.19,720896,1.333,10245.509 10110.745 10161.825
sparse,4x32,4,32,128,2:32,250.0,G7,1024,4096,128,8,0,1024,2048,2097152,9946.437,1497.534,auto,0.999127,63.98,4.1254,4.096,0.9929,2033.38,127.09,174.74,720896,1.752,10051.853 9878.802 9908.657
sparse,4x32,4,32,128,2:32,250.0,G8,2048,2048,64,16,0,1024,2048,2097152,9990.951,1497.534,auto,0.999127,63.98,4.1472,4.096,0.9877,2022.73,126.42,173.83,720896,2.589,10157.725 9913.722 9901.407
sparse,4x32,4,32,128,2:32,250.0,G9,4096,4096,128,32,0,4096,512,2097152,9861.411,1497.534,auto,0.999127,63.98,16.3357,16.384,1.003,2054.06,128.38,176.52,2883584,1.156,9859.631 9918.954 9805.648
sparse,4x32,4,32,128,2:32,250.0,G10,8192,2048,64,64,0,4096,512,2097152,10083.398,1497.534,auto,0.999127,63.98,16.7693,16.384,0.977,2000.95,125.06,171.96,2883584,0.379,10091.783 10098.285 10060.127
sparse,4x32,4,32,128,2:32,250.0,G11,2048,8192,256,16,0,4096,512,2097152,9971.153,1497.534,auto,0.999127,63.98,16.55,16.384,0.99,2027.45,126.72,174.23,2883584,0.54,9971.548 9997.829 9944.082
