design,config,cores,blocks,lanes,sparsity,clock_mhz,shape,M_rows,N_cols,nwin,laps_per_matrix,padding_rows,beats_per_matrix,batch_R,total_beats,batched_latency_us,launch_overhead_us,overhead_method,overhead_fit_r2,overhead_fit_se_us,latency_per_matrix_us,ideal_per_matrix_us,dsp_occupancy,GFLOPS_effective,GFLOPS_actual,bandwidth_GBs,bytes_in_per_matrix,spread_pct,runs
sparse,4x32,4,32,128,2:4,250.0,G1,512,512,16,4,0,512,4096,2097152,10016.349,1527.051,auto,0.997597,102.83,2.0726,2.048,0.9881,252.96,126.48,173.91,360448,0.653,10045.350 9980.197 10023.499
sparse,4x32,4,32,128,2:4,250.0,G2,768,768,24,6,0,1152,1821,2097792,9940.875,1527.051,auto,0.997597,102.83,4.6204,4.608,0.9973,255.31,127.66,175.53,811008,0.598,9908.020 9947.352 9967.252
sparse,4x32,4,32,128,2:4,250.0,G3,1024,1024,32,8,0,2048,1024,2097152,9987.661,1527.051,auto,0.997597,102.83,8.2623,8.192,0.9915,253.82,126.91,174.5,1441792,0.278,9980.501 9977.395 10005.088
sparse,4x32,4,32,128,2:4,250.0,G4,3072,768,24,24,0,4608,456,2101248,9996.496,1527.051,auto,0.997597,102.83,18.5733,18.432,0.9924,254.05,127.03,174.66,3244032,1.206,10004.267 9932.715 10052.506
sparse,4x32,4,32,128,2:4,250.0,G5,768,3072,96,6,0,4608,456,2101248,9881.02,1527.051,auto,0.997597,102.83,18.3201,18.432,1.0061,257.56,128.78,177.07,3244032,0.652,9845.846 9887.178 9910.035
sparse,4x32,4,32,128,2:4,250.0,G6,4096,1024,32,32,0,8192,256,2097152,9892.611,1527.051,auto,0.997597,102.83,32.678,32.768,1.0028,256.71,128.35,176.48,5767168,3.029,9999.633 9972.549 9705.650
sparse,4x32,4,32,128,2:4,250.0,G7,1024,4096,128,8,0,8192,256,2097152,9940.442,1527.051,auto,0.997597,102.83,32.8648,32.768,0.9971,255.25,127.62,175.48,5767168,0.408,9924.683 9931.493 9965.150
sparse,4x32,4,32,128,2:4,250.0,G8,2048,2048,64,16,0,8192,256,2097152,9880.569,1527.051,auto,0.997597,102.83,32.6309,32.768,1.0042,257.08,128.54,176.74,5767168,0.685,9882.125 9913.512 9846.069
sparse,4x32,4,32,128,2:4,250.0,G9,4096,4096,128,32,0,32768,64,2097152,9939.52,1527.051,auto,0.997597,102.83,131.4448,131.072,0.9972,255.27,127.64,175.5,23068672,0.368,9934.387 9960.325 9923.848
sparse,4x32,4,32,128,2:4,250.0,G10,8192,2048,64,64,0,32768,64,2097152,9970.823,1527.051,auto,0.997597,102.83,131.9339,131.072,0.9935,254.33,127.16,174.85,23068672,1.595,10001.834 9876.557 10034.078
sparse,4x32,4,32,128,2:4,250.0,G11,2048,8192,256,16,0,32768,64,2097152,9933.763,1527.051,auto,0.997597,102.83,131.3549,131.072,0.9978,255.45,127.72,175.62,23068672,0.993,9995.761 9908.092 9897.435
