design,config,cores,blocks,lanes,sparsity,clock_mhz,shape,M_rows,N_cols,nwin,laps_per_matrix,padding_rows,beats_per_matrix,batch_R,total_beats,batched_latency_us,launch_overhead_us,overhead_method,overhead_fit_r2,overhead_fit_se_us,latency_per_matrix_us,ideal_per_matrix_us,dsp_occupancy,GFLOPS_effective,GFLOPS_actual,bandwidth_GBs,bytes_in_per_matrix,spread_pct,runs
sparse,16x3,16,3,48,2:16,350.0,G1,512,512,16,11,16,352,5958,2097216,6811.916,566.018,auto,0.999303,40.6,1.0483,1.0057,0.9594,500.12,64.47,85.96,90112,2.267,6884.513 6819.316 6731.918
sparse,16x3,16,3,48,2:16,350.0,G2,768,768,24,16,0,768,2731,2097408,6803.685,566.018,auto,0.999303,40.6,2.284,2.1943,0.9607,516.48,64.56,86.08,196608,1.033,6770.385 6840.344 6800.326
sparse,16x3,16,3,48,2:16,350.0,G3,1024,1024,32,22,32,1408,1490,2097920,6748.176,566.018,auto,0.999303,40.6,4.1491,4.0229,0.9696,505.45,65.16,86.87,360448,1.445,6716.884 6812.335 6715.309
sparse,16x3,16,3,48,2:16,350.0,G4,3072,768,24,64,0,3072,683,2098176,6767.852,566.018,auto,0.999303,40.6,9.0803,8.7771,0.9666,519.65,64.96,86.61,786432,1.119,6812.730 6737.321 6753.504
sparse,16x3,16,3,48,2:16,350.0,G5,768,3072,96,16,0,3072,683,2098176,6667.062,566.018,auto,0.999303,40.6,8.9327,8.7771,0.9826,528.24,66.03,88.04,786432,0.525,6678.250 6644.023 6678.912
sparse,16x3,16,3,48,2:16,350.0,G6,4096,1024,32,86,32,5504,382,2102528,6776.773,566.018,auto,0.999303,40.6,16.2585,15.7257,0.9672,515.95,65.0,86.66,1409024,0.433,6759.889 6781.258 6789.171
sparse,16x3,16,3,48,2:16,350.0,G7,1024,4096,128,22,32,5632,373,2100736,6707.763,566.018,auto,0.999303,40.6,16.4658,16.0914,0.9773,509.46,65.67,87.56,1441792,1.153,6753.912 6676.949 6692.428
sparse,16x3,16,3,48,2:16,350.0,G8,2048,2048,64,43,16,5504,382,2102528,6701.383,566.018,auto,0.999303,40.6,16.0612,15.7257,0.9791,522.29,65.8,87.73,1409024,1.185,6652.483 6720.336 6731.330
sparse,16x3,16,3,48,2:16,350.0,G9,4096,4096,128,86,32,22016,96,2113536,6720.758,566.018,auto,0.999303,40.6,64.1119,62.9029,0.9811,523.37,65.93,87.91,5636096,0.747,6723.080 6744.600 6694.593
sparse,16x3,16,3,48,2:16,350.0,G10,8192,2048,64,171,16,21888,96,2101248,6737.747,566.018,auto,0.999303,40.6,64.2888,62.5371,0.9728,521.93,65.37,87.16,5603328,3.265,6874.771 6681.065 6657.406
sparse,16x3,16,3,48,2:16,350.0,G11,2048,8192,256,43,16,22016,96,2113536,6689.833,566.018,auto,0.999303,40.6,63.7897,62.9029,0.9861,526.02,66.27,88.35,5636096,1.998,6709.243 6746.196 6614.060
