design,config,cores,blocks,lanes,macs_per_beat,clock_mhz,sparsity,estimator,M_rows,N_cols,weight_beats,beats_per_row,latency_avg_us,latency_best_us,latency_worst_us,spread_pct,Mrow_s,bandwidth_avg_GBs,beats_per_cycle_raw,GFLOPS_effective,GFLOPS_actual,runs
sparse,16x3,16,3,48,96,350.0,2:4,run_avg3,393216,1024,2097152,5.3333,6696.317,6675.47,6720.302,0.672,58.721,80.292,0.895,120.26,60.13,6675.470 6720.302 6693.179
sparse,16x3,16,3,48,96,350.0,2:8,run_avg3,786432,1024,2097152,2.6667,6665.783,6635.506,6681.11,0.687,117.98,80.778,0.899,241.62,60.41,6681.110 6635.506 6680.732
sparse,16x3,16,3,48,96,350.0,2:16,run_avg3,1572864,1024,2097152,1.3333,6799.903,6721.128,6919.325,2.949,231.307,79.428,0.881,473.72,59.21,6721.128 6759.257 6919.325
sparse,16x3,16,3,48,96,350.0,2:32,run_avg3,3145728,1024,2097152,0.6667,6831.416,6788.541,6858.236,1.027,460.48,79.511,0.8773,943.06,58.94,6788.541 6847.472 6858.236
sparse,16x3,16,3,48,96,350.0,MIXED,run_avg3,786432,1024,1966080,2.5,6391.095,6369.852,6422.257,0.823,123.051,79.0,0.879,252.01,59.06,6422.257 6381.176 6369.852
