design,config,cores,blocks,lanes,sparsity,clock_mhz,shape,M_rows,N_cols,nwin,laps_per_matrix,padding_rows,beats_per_matrix,batch_R,total_beats,batched_latency_us,launch_overhead_us,overhead_method,overhead_fit_r2,overhead_fit_se_us,latency_per_matrix_us,ideal_per_matrix_us,dsp_occupancy,GFLOPS_effective,GFLOPS_actual,bandwidth_GBs,bytes_in_per_matrix,spread_pct,runs
sparse,16x3,16,3,48,2:4,350.0,G1,512,512,16,11,16,1408,1490,2097920,6708.957,692.006,auto,0.993956,116.98,4.0382,4.0229,0.9962,129.83,66.94,89.26,360448,0.554,6725.545 6712.829 6688.498
sparse,16x3,16,3,48,2:4,350.0,G2,768,768,24,16,0,3072,683,2098176,6670.782,692.006,auto,0.993956,116.98,8.7537,8.7771,1.0027,134.76,67.38,89.84,786432,2.0,6733.428 6601.414 6677.503
sparse,16x3,16,3,48,2:4,350.0,G3,1024,1024,32,22,32,5632,373,2100736,6698.52,692.006,auto,0.993956,116.98,16.1033,16.0914,0.9993,130.23,67.15,89.53,1441792,0.968,6739.323 6674.701 6681.535
sparse,16x3,16,3,48,2:4,350.0,G4,3072,768,24,64,0,12288,171,2101248,6660.627,692.006,auto,0.993956,116.98,34.9042,35.1086,1.0059,135.19,67.59,90.12,3145728,0.829,6648.578 6639.122 6694.180
sparse,16x3,16,3,48,2:4,350.0,G5,768,3072,96,16,0,12288,171,2101248,6624.082,692.006,auto,0.993956,116.98,34.6905,35.1086,1.0121,136.02,68.01,90.68,3145728,2.77,6698.391 6517.845 6656.010
sparse,16x3,16,3,48,2:4,350.0,G6,4096,1024,32,86,32,22016,96,2113536,6653.757,692.006,auto,0.993956,116.98,62.1016,62.9029,1.0129,135.08,68.07,90.76,5636096,4.07,6485.931 6749.902 6725.437
sparse,16x3,16,3,48,2:4,350.0,G7,1024,4096,128,22,32,22528,94,2117632,6755.622,692.006,auto,0.993956,116.98,64.5065,64.3657,0.9978,130.04,67.05,89.4,5767168,0.107,6754.726 6752.454 6759.685
sparse,16x3,16,3,48,2:4,350.0,G8,2048,2048,64,43,16,22016,96,2113536,6735.62,692.006,auto,0.993956,116.98,62.9543,62.9029,0.9992,133.25,67.15,89.53,5636096,0.447,6729.761 6753.574 6723.525
sparse,16x3,16,3,48,2:4,350.0,G9,4096,4096,128,86,32,88064,24,2113536,6686.697,692.006,auto,0.993956,116.98,249.7788,251.6114,1.0073,134.34,67.69,90.26,22544384,3.647,6545.010 6731.401 6783.681
sparse,16x3,16,3,48,2:4,350.0,G10,8192,2048,64,171,16,87552,24,2101248,6702.377,692.006,auto,0.993956,116.98,250.4321,250.1486,0.9989,133.99,67.12,89.5,22413312,2.049,6781.856 6679.596 6645.678
sparse,16x3,16,3,48,2:4,350.0,G11,2048,8192,256,43,16,88064,24,2113536,6692.115,692.006,auto,0.993956,116.98,250.0045,251.6114,1.0064,134.22,67.63,90.18,22544384,1.442,6673.802 6653.315 6749.228
