sparsity,clock_mhz,V,laps,weight_beats,rows,best_us,mean_us,worst_us,spread_pct,reps,ideal_us,bytes_in,bytes_index,bytes_out,Mrow_s,GB_s,beats_per_cycle,h2d_us,d2h_us
2:32,225.0,1024,8192,262144,524288,1718.939,1856.169,2079.464,21.0,15,1165.084,92276736,25165824,1048576,305.0068,54.2924,0.6778,9480.469,228.864
2:32,225.0,1024,16384,524288,1048576,2928.305,3162.58,3342.388,14.1,15,2330.169,184551424,50331648,2097152,358.0829,63.7395,0.7957,19083.596,339.814
2:32,225.0,1024,32768,1048576,2097152,5323.299,5612.94,6102.389,14.6,15,4660.338,369100800,100663296,4194304,393.9572,70.1248,0.8755,38578.526,592.587
2:32,225.0,1024,65536,2097152,4194304,10231.278,10403.389,10592.713,3.5,15,9320.676,738199552,201326592,8388608,409.9492,72.9712,0.911,74709.232,962.584
2:32,225.0,1024,8192->16384,262144,524288,1209.366,,,,,1165.084,92274688,25165824,1048576,433.523,77.1671,0.9634,,
2:32,225.0,1024,16384->32768,524288,1048576,2394.994,,,,,2330.169,184549376,50331648,2097152,437.8199,77.9319,0.9729,,
2:32,225.0,1024,32768->65536,1048576,2097152,4907.979,,,,,4660.338,369098752,100663296,4194304,427.2944,76.0584,0.9495,,
2:32,225.0,1024,FIT,,,490.176,0.00463896,0.99997,,4,,,,,431.1315,76.7414,0.9581,,
