design,config,cores,blocks,lanes,sparsity,clock_mhz,shape,M_rows,N_cols,nwin,laps_per_matrix,padding_rows,beats_per_matrix,batch_R,total_beats,batched_latency_us,launch_overhead_us,overhead_method,overhead_fit_r2,overhead_fit_se_us,latency_per_matrix_us,ideal_per_matrix_us,dsp_occupancy,GFLOPS_effective,GFLOPS_actual,bandwidth_GBs,bytes_in_per_matrix,spread_pct,runs
sparse,4x24,4,24,96,2:8,300.0,G1,512,512,16,6,64,384,5462,2097408,8343.425,1106.888,auto,0.999242,48.59,1.3249,1.28,0.9661,395.72,111.3,148.4,196608,1.815,8284.481 8310.972 8434.821
sparse,4x24,4,24,96,2:8,300.0,G2,768,768,24,8,0,768,2731,2097408,8031.18,1106.888,auto,0.999242,48.59,2.5354,2.56,1.0097,465.26,116.32,155.09,393216,2.295,8111.424 7929.410 8052.707
sparse,4x24,4,24,96,2:8,300.0,G3,1024,1024,32,11,32,1408,1490,2097920,8230.535,1106.888,auto,0.999242,48.59,4.781,4.6933,0.9817,438.65,113.09,150.78,720896,2.743,8118.587 8231.720 8341.299
sparse,4x24,4,24,96,2:8,300.0,G4,3072,768,24,32,0,3072,683,2098176,8226.624,1106.888,auto,0.999242,48.59,10.4242,10.24,0.9823,452.66,113.16,150.89,1572864,0.462,8209.806 8222.352 8247.715
sparse,4x24,4,24,96,2:8,300.0,G5,768,3072,96,8,0,3072,683,2098176,8172.196,1106.888,auto,0.999242,48.59,10.3445,10.24,0.9899,456.14,114.04,152.05,1572864,1.285,8110.144 8192.046 8214.397
sparse,4x24,4,24,96,2:8,300.0,G6,4096,1024,32,43,32,5504,382,2102528,8334.214,1106.888,auto,0.999242,48.59,18.9197,18.3467,0.9697,443.38,111.71,148.95,2818048,3.597,8223.813 8519.637 8259.192
sparse,4x24,4,24,96,2:8,300.0,G7,1024,4096,128,11,32,5632,373,2100736,8183.938,1106.888,auto,0.999242,48.59,18.9733,18.7733,0.9895,442.13,113.99,151.98,2883584,0.682,8218.236 8170.988 8162.590
sparse,4x24,4,24,96,2:8,300.0,G8,2048,2048,64,22,64,5632,373,2100736,8107.564,1106.888,auto,0.999242,48.59,18.7686,18.7733,1.0003,446.95,115.23,153.64,2883584,2.334,8214.375 8027.017 8081.301
sparse,4x24,4,24,96,2:8,300.0,G9,4096,4096,128,43,32,22016,96,2113536,8321.762,1106.888,auto,0.999242,48.59,75.1549,73.3867,0.9765,446.47,112.49,149.99,11272192,3.394,8486.532 8207.978 8270.777
sparse,4x24,4,24,96,2:8,300.0,G10,8192,2048,64,86,64,22016,96,2113536,8312.162,1106.888,auto,0.999242,48.59,75.0549,73.3867,0.9778,447.06,112.64,150.19,11272192,0.829,8267.675 8336.190 8332.620
sparse,4x24,4,24,96,2:8,300.0,G11,2048,8192,256,22,64,22528,94,2117632,8241.769,1106.888,auto,0.999242,48.59,75.903,75.0933,0.9893,442.07,113.97,151.96,11534336,0.926,8206.080 8237.168 8282.060
