design,config,cores,blocks,lanes,sparsity,clock_mhz,shape,M_rows,N_cols,nwin,laps_per_matrix,padding_rows,beats_per_matrix,batch_R,total_beats,batched_latency_us,launch_overhead_us,overhead_method,overhead_fit_r2,overhead_fit_se_us,latency_per_matrix_us,ideal_per_matrix_us,dsp_occupancy,GFLOPS_effective,GFLOPS_actual,bandwidth_GBs,bytes_in_per_matrix,spread_pct,runs
sparse,4x24,4,24,96,2:16,300.0,G1,512,512,16,6,64,192,10923,2097216,8333.71,1086.429,auto,0.999047,55.07,0.6635,0.64,0.9646,790.2,111.12,148.16,98304,1.516,8388.629 8263.376 8349.125
sparse,4x24,4,24,96,2:16,300.0,G2,768,768,24,8,0,384,5462,2097408,8271.461,1086.429,auto,0.999047,55.07,1.3155,1.28,0.973,896.76,112.09,149.46,196608,0.489,8287.484 8247.173 8279.726
sparse,4x24,4,24,96,2:16,300.0,G3,1024,1024,32,11,32,704,2979,2097216,8247.519,1086.429,auto,0.999047,55.07,2.4039,2.3467,0.9762,872.41,112.46,149.95,360448,1.465,8227.683 8197.399 8317.475
sparse,4x24,4,24,96,2:16,300.0,G4,3072,768,24,32,0,1536,1366,2098176,8278.994,1086.429,auto,0.999047,55.07,5.2654,5.12,0.9724,896.15,112.02,149.36,786432,1.573,8286.262 8339.928 8210.791
sparse,4x24,4,24,96,2:16,300.0,G5,768,3072,96,8,0,1536,1366,2098176,8167.258,1086.429,auto,0.999047,55.07,5.1836,5.12,0.9877,910.29,113.79,151.71,786432,0.862,8167.833 8202.037 8131.905
sparse,4x24,4,24,96,2:16,300.0,G6,4096,1024,32,43,32,2752,763,2099776,8204.095,1086.429,auto,0.999047,55.07,9.3285,9.1733,0.9834,899.24,113.28,151.04,1409024,2.036,8243.206 8267.010 8102.069
sparse,4x24,4,24,96,2:16,300.0,G7,1024,4096,128,11,32,2816,745,2097920,8244.116,1086.429,auto,0.999047,55.07,9.6076,9.3867,0.977,873.12,112.55,150.07,1441792,1.067,8216.375 8214.173 8301.800
sparse,4x24,4,24,96,2:16,300.0,G8,2048,2048,64,22,64,2816,745,2097920,8124.152,1086.429,auto,0.999047,55.07,9.4466,9.3867,0.9937,888.0,114.47,152.63,1441792,2.739,8212.142 7993.242 8167.073
sparse,4x24,4,24,96,2:16,300.0,G9,4096,4096,128,43,32,11008,191,2102528,8218.976,1086.429,auto,0.999047,55.07,37.3432,36.6933,0.9826,898.54,113.2,150.93,5636096,2.394,8092.137 8285.901 8278.890
sparse,4x24,4,24,96,2:16,300.0,G10,8192,2048,64,86,64,11008,191,2102528,8114.918,1086.429,auto,0.999047,55.07,36.7984,36.6933,0.9971,911.85,114.87,153.16,5636096,2.669,8009.840 8223.628 8111.285
sparse,4x24,4,24,96,2:16,300.0,G11,2048,8192,256,22,64,11264,187,2106368,8214.721,1086.429,auto,0.999047,55.07,38.1192,37.5467,0.985,880.25,113.47,151.29,5767168,2.781,8177.855 8120.251 8346.056
